-0.006413150796541449 0.46007976413657947 0.45298932448928886 1.0 0.55 0.35 0.6 0.4 1.0 0.45 0.9 0.6 0.05 0.75 0.6 0.95 0.35 0.8 0.5 0.4 0.65 0.25 0.45 0.15 0.35 0.9 0.0 0.55 0.0 0.95 0.7 0.1 0.6 0.45 0.0 0.45 0.85 0.55 0.4 
-0.014805406732129905 0.5237413462273754 0.5047448105001889 0.15 0.95 0.4 0.85 0.15 0.75 0.2 0.0 0.4 0.5 0.75 0.6 0.65 0.0 0.8 0.15 0.55 0.85 0.6 0.5 0.45 0.85 0.65 0.4 0.6 0.0 0.8 0.1 0.0 0.95 0.15 0.3 0.15 0.3 0.05 0.3 
-0.0004246543438871913 0.5008307594257777 0.4998695875846048 0.1 0.25 0.75 0.85 0.45 0.2 1.0 0.65 0.5 0.05 0.85 1.0 0.4 0.0 0.7 0.85 0.1 0.45 0.65 0.35 0.3 0.4 0.45 0.5 0.45 0.8 0.5 1.0 0.15 0.25 0.9 0.7 0.95 0.1 0.15 0.75 
-0.013422887914835173 0.5560981011720553 0.4966885271411524 0.95 0.3 0.6 0.85 0.65 0.6 0.95 0.15 0.35 1.0 0.1 0.85 0.95 0.6 0.5 0.9 0.45 0.05 0.95 0.3 0.25 0.85 0.0 0.15 0.05 0.95 0.8 0.25 0.1 0.8 0.55 0.95 0.5 0.3 1.0 0.25 
-0.004558663683803046 0.5738114941340952 0.5195367907354147 0.95 0.75 0.6 0.15 0.55 0.8 0.3 0.05 0.0 1.0 0.1 1.0 0.95 0.6 0.2 0.9 0.45 0.8 0.95 0.3 0.25 0.8 0.55 0.9 0.65 0.95 0.8 0.15 0.85 0.1 0.8 0.0 0.5 0.3 0.35 0.5 
-0.010929051382409957 0.45018102824184936 0.5042353666911498 0.7 0.75 0.4 0.5 0.7 0.5 1.0 0.65 0.05 0.3 0.95 0.3 0.7 0.2 0.3 0.85 0.9 0.5 1.0 0.6 0.35 0.95 0.95 0.85 0.05 0.4 0.7 0.2 0.05 0.25 0.35 0.25 1.0 0.6 0.6 0.3 
-0.011083196664766927 0.5491692979725589 0.5418626613147678 0.1 0.7 0.3 0.55 0.05 0.2 1.0 0.65 0.5 0.55 0.3 0.6 0.4 0.0 0.7 0.45 0.1 0.45 0.5 0.95 0.3 0.4 0.45 0.5 0.45 1.0 0.6 0.8 0.15 0.35 0.9 0.7 0.4 0.95 0.15 0.7 
-0.15620837416629138 0.5051768049050344 0.5099892455521453 0.95 0.3 0.6 0.85 0.65 0.6 0.8 0.35 0.35 1.0 0.1 0.95 0.95 0.8 0.6 0.9 0.45 0.2 1.0 0.3 0.25 0.65 0.0 0.05 0.0 0.95 0.8 0.05 0.55 0.1 0.8 1.0 0.5 0.5 1.0 0.2 
-0.02609398974158373 0.5161258180730323 0.47781324568805134 1.0 0.55 0.55 0.9 0.0 0.4 0.4 0.6 0.75 0.75 0.8 0.45 0.8 0.75 0.6 0.6 0.45 0.65 0.1 1.0 0.0 0.45 0.3 0.15 0.75 0.9 0.7 0.45 0.6 0.9 1.0 0.8 0.4 0.65 0.2 0.85 
-0.021294162007894555 0.5144922133544076 0.49492580582317547 0.95 0.4 0.6 0.75 0.65 0.4 0.65 0.45 0.35 0.35 0.1 0.95 0.15 0.6 0.55 0.2 0.45 0.8 0.15 0.9 0.25 0.8 0.05 0.65 0.0 0.5 0.6 0.6 0.85 0.05 0.35 0.55 0.1 0.35 0.45 0.7 
-0.007185124006928141 0.5749395066294398 0.48993202494921545 0.95 0.4 0.75 0.0 0.95 0.5 0.25 0.25 0.05 1.0 0.1 1.0 0.95 0.6 0.2 1.0 0.45 0.7 1.0 0.45 0.25 0.8 0.4 0.05 0.8 1.0 0.8 0.2 0.85 0.5 1.0 0.0 1.0 0.3 0.35 0.05 
-0.010726946485300329 0.45544978856279844 0.5187159306022333 0.9 0.55 0.35 0.5 0.2 0.25 1.0 0.95 0.6 0.1 0.95 0.35 1.0 0.35 0.2 0.55 0.4 0.45 0.9 0.45 0.75 0.55 0.9 0.45 0.55 0.95 0.95 0.7 0.25 0.6 0.05 0.0 0.45 0.85 0.55 0.45 
-0.00446549303033656 0.48008838684090643 0.5115329010162378 0.9 0.75 0.85 0.45 0.25 0.2 0.0 0.6 0.55 0.4 0.7 0.15 0.15 0.3 1.0 0.6 0.9 0.2 0.05 0.6 0.55 0.6 0.75 0.5 0.9 0.75 0.95 0.45 0.95 0.0 0.75 0.15 0.25 0.1 1.0 0.3 
-0.03673095915068779 0.5638795929536733 0.5259002944634845 0.95 0.3 0.6 0.85 0.65 0.6 0.8 0.35 0.35 0.4 0.1 0.95 0.95 0.6 0.6 0.9 0.45 0.05 1.0 0.3 0.25 0.65 0.0 0.05 0.0 0.95 0.8 0.05 1.0 0.2 0.8 1.0 0.5 0.5 1.0 0.2 
