-0.014635397994438247 0.46069691866484247 0.44139185109188966 0.55 0.4 0.65 0.35 1.0 0.7 0.9 0.75 0.3 0.85 0.3 0.75 0.45 0.95 0.65 0.25 0.35 0.0 0.85 0.6 0.4 0.45 1.0 0.15 0.75 0.8 0.0 0.65 0.25 0.7 0.4 0.45 0.25 0.0 0.6 0.35 
-0.06540375332980912 0.4945042556220454 0.4729622548289483 0.55 0.4 0.65 0.5 1.0 0.7 0.9 0.75 0.3 0.85 0.3 0.75 0.45 0.75 0.65 0.25 0.35 0.15 0.85 0.6 0.4 0.45 0.05 0.15 0.75 0.05 0.0 0.65 0.25 0.7 0.4 0.45 0.3 0.0 0.6 0.35 
-0.0222999525617649 0.505183117030593 0.5048860116243951 0.75 0.65 0.65 0.95 0.65 0.85 0.3 0.3 0.6 0.9 0.2 0.4 0.8 0.35 0.45 0.5 0.6 0.6 0.9 0.75 0.65 0.75 0.15 0.3 0.4 0.1 0.7 1.0 0.1 0.15 0.8 0.4 0.25 0.55 0.5 0.1 
-0.022415797096867175 0.49968237876139354 0.49778269242479434 0.95 0.6 0.35 0.95 0.65 0.0 0.85 0.8 0.6 0.95 0.3 0.45 0.8 0.9 0.95 0.5 0.35 0.5 0.75 0.75 0.65 0.85 0.85 0.55 0.75 0.15 0.05 0.5 0.0 0.6 0.7 0.9 0.1 1.0 0.35 0.3 
-0.002375522186501812 0.5399133043542153 0.5170139495879081 0.65 0.3 0.45 0.3 0.7 0.25 0.3 0.3 1.0 0.1 0.35 0.45 0.55 1.0 0.1 0.25 0.9 0.8 0.15 0.55 0.4 0.8 0.2 0.6 1.0 0.5 0.7 0.4 0.7 0.85 0.15 0.85 0.3 0.25 0.3 0.45 
-0.04659940802409728 0.4251265842495206 0.4630416189530673 0.9 0.95 0.15 0.95 0.05 0.2 0.85 0.4 0.3 0.9 0.2 0.0 0.8 0.0 0.85 0.45 0.3 0.4 0.8 0.25 0.5 1.0 0.5 0.05 0.8 0.9 0.3 0.5 0.75 0.6 0.55 0.25 0.4 0.35 0.2 0.35 
-0.013606960540482223 0.5500980006192854 0.4866463438710117 0.05 0.95 0.45 0.15 0.5 0.9 0.9 0.5 0.15 0.95 0.05 0.45 0.35 0.2 0.25 0.7 0.95 0.3 0.85 0.6 0.65 0.9 0.55 0.5 0.5 0.25 0.5 0.85 0.15 0.4 0.4 0.55 0.65 0.95 1.0 1.0 
-0.004943540882002006 0.5243961552775546 0.48584133095180415 0.4 0.4 0.7 0.8 0.7 0.7 0.85 0.7 0.5 0.6 0.45 0.7 0.4 0.0 0.05 0.55 0.15 0.1 0.8 0.45 0.2 0.35 0.95 0.2 0.2 0.8 0.8 0.25 0.8 0.75 0.8 0.5 1.0 0.1 0.35 0.55 
-0.013748986891123275 0.4286652600883959 0.5365236271942174 0.75 0.05 0.85 0.95 0.4 0.2 0.9 0.4 0.6 0.95 0.2 0.15 0.8 0.2 0.8 0.6 0.65 0.55 0.7 0.75 0.35 0.65 0.2 0.35 1.0 0.45 0.7 1.0 0.0 0.15 0.5 0.7 0.75 0.7 0.5 0.45 
-0.01906090960677782 0.5210588911226256 0.5101768247084971 0.35 0.2 0.95 0.85 0.1 0.3 0.2 0.45 1.0 0.0 0.3 0.45 0.55 1.0 0.2 0.75 0.65 0.8 1.0 0.65 0.35 0.8 0.2 0.6 1.0 0.5 0.7 0.75 0.3 0.85 1.0 0.85 0.35 0.25 0.85 0.1 
